optimizer,seed,task,obs_delay,act_delay,epret,eplen,rstep,astd,actor_dorm,value_dorm
redo,1,13,7,6,1135.4418640136719,333.100244140625,3.4239668369293215,0.2614343106746674,1.5972223162651062,24.32474536895752
redo,1,14,7,7,1209.8934020996094,340.69249216715497,3.560546576976776,0.2613533188899358,1.388888955116272,26.782460530598957
redo,1,15,8,7,1036.0357055664062,290.66626892089846,3.588894271850586,0.2627094030380249,1.388888955116272,27.533176040649415
redo,1,16,8,8,1093.6071026141826,314.755852332482,3.4730587555811954,0.25594234695801366,1.388888955116272,26.655856939462517
redo,1,17,9,8,939.4880426580256,271.81325739080256,3.4555230140686035,0.25396121361038904,1.388888955116272,26.697891235351562
redo,1,18,9,9,717.4824259440104,222.495746866862,3.233744239807129,0.2597622096538544,1.388888955116272,26.541763178507487
redo,1,19,10,9,680.9393477006392,227.34813620827416,3.0035348155281762,0.2481121691790494,2.0833334922790527,27.095307783647016
redo,1,20,10,10,565.2206746419271,202.9349568684896,2.793277708689372,0.2466891328493754,2.037037189801534,27.07780278523763
cbp,1,0,0,0,3031.583994547526,615.5740661621094,5.089921355247498,0.33944273988405865,0.0,10.961488405863443
cbp,1,1,1,0,3722.8080008370534,656.8938119070871,5.729501145226615,0.31267701940877096,1.388888955116272,11.341585568019322
cbp,1,2,1,1,2210.8508633700285,456.3818636807528,4.875906424088911,0.28344795920632104,1.388888955116272,11.773471918973057
cbp,1,3,2,1,1976.819450378418,476.01405334472656,4.175649434328079,0.251300435513258,1.388888955116272,12.456088542938232
cbp,1,4,2,2,1282.0820556640624,353.67555338541666,3.6510587533315024,0.23452098667621613,2.638889026641846,12.448607444763184
cbp,1,5,3,2,776.7619384765625,239.004833984375,3.272715854644775,0.23342259228229523,2.777777910232544,12.380951881408691
cbp,1,6,3,3,485.7580120380108,176.39952322152945,2.7599015969496508,0.22683940483973578,2.777777910232544,11.511438883267916
cbp,1,7,4,3,345.7502075195313,145.01307678222656,2.394596266746521,0.2241459831595421,2.777777910232544,10.76502685546875
cbp,1,8,4,4,241.01087834284857,117.79044811542218,2.056167199061467,0.22105951034105742,2.777777910232544,10.844892501831055
cbp,1,9,5,4,209.4673334757487,115.59742736816406,1.8184573948383331,0.21580488979816437,2.777777910232544,11.839708010355631
